sku,MYOB-code,MYOB-Item Name,Units On Hand,Total Value,Average Cost,Current Price
DSL-2880AL,NW-790069396045,DLINK DSL-2880AL W/L ROUTER,0,0,0,69
DAP-1650,NW-790069397677,DLINK DAP-1650 W/L AC1200 EXT,0,0,0,5
DAP-1665,NW-790069398612,DLINK DAP-1665 W/L ACCESSPOINT,0,0,0,5
DIR-880L,NW-790069404498,DLINK DIR-880L AC1900 ROUTER,7,1330,190,15
DWR-922,NW-790069406850,DLINK DWR-922 4G VOIP ROUTER,0,0,0,69
DES-1008PA,NW-790069407444,DLINK DES-1008PA 8 PORT SWITCH,2,116,58,5
ES-48-500W,NW-810354020674,ES-48-500W 48PORT POE SWITCH,0,0,0,69
TS-5-POE,NW-810354020742,TS-5-POE TOUGHSWITCH 5PORT POE,2,190.14,95.07,5
TS-8-PRO,NW-810354020759,TOUGHSWITCH 8 P POE TS-8-PRO,1,197.08,197.08,5
TC-CON,NW-810354021343,TC-CON TOUGHCABLES CONN 100PCS,0,0,0,79
SPA504G,NW-882658270024,CISCO SPA504G 4 LINE IP PHONE,1,117.27,117.27,5
SRW2024P-K9-AU,NW-882658295973,CISCO SRW2024P-K9-AU SG300-28P,1,675.1,675.1,15
SLM2016T-AU,NW-882658298967,CISCO SG200-18 SLM2016T-AU,3,757.68,252.56,8
SLM2008PT-AU,NW-882658299032,CISCO SLM2008PT-AU SG200-08P S,2,378.96,189.48,5
SLM2024T-AU,NW-882658299407,CISCO SG200-26 SLM2024T-AU,0,0,0,5
SLM2048T-AU,NW-882658299575,CISCO SG200-50 SLM2048T-AU,0,0,0,819
SLM2048PT-AU,NW-882658299599,CISCO SLM2048PT-AU SG200-50P S,0,0,0,109
SPA525G2,NW-882658311086,CISCO SPA525G2 5 LINE IP PHONE,0,0,0,5
WS-C2960S-24TS-L,NW-882658337390,CISCO WS-C2960S-24TS-L,0,0,0,29
GLC-LH-SMD,NW-882658340901,CISCO GLC-LH-SMD TRANSCEIVER,0,0,0,69
SPA303-G4,NW-882658345340,CISCO SPA303-G4 3 LINE IP PHON,0,0,0,5
SPA122,NW-882658434174,CISCO SPA122 ROUTER,0,0,0,8
RV320-K9-AU,NW-882658477942,CISCO RV320-K9-AU VPN ROUTER,0,0,0,5
RV042G,NW-882658485244,CISCO RV042G-K9 VPN ROUTER,0,0,0,5
WS-C2960+24TC-L,NW-882658602177,CISCO WS-C2960+24TC-L LAN BASE,0,0,0,5
AF-5,NW-AF-5,Ubiquiti AIRFIBER AF-5 P2P R/V,0,0,0,15
AirGateway,NW-AirGateway,UBIQUITI AIRGATEWAY,0,0,0,69
AIR-PWR-B=,NW-CISCO-AIR-PWR-B=,CISCO AIR-PWR-B= POWER ADAPTOR,0,0,0,196.65
SF100D-08P-AU,NW-CISCO-SF100D-08P,CISCO SF100D-08P-AU 8P SWITCH,0,0,0,79
DGS-1510-28P,NW-DGS-1510-28P,DLINK DGS-1510-28P SWITCH,0,0,0,15
DGS-1510-52,NW-DGS-1510-52,DLINK DGS-1510-52 SWITCH,0,0,0,15
DIR-810L,NW-DIR-810LBUNDLE,DLINK DIR-810L ROUTER+DWA-171,0,0,0,15
X3500-AU,NW-LINKSYS X3500-AU,X3500-AU N750 ADSL2 MODEM,0,0,0,69
TL-LPB-WDN4800,NW-LPB-WDN4800,TL-LPB-WDN4800  BRACKET,22,23,1.05,5
TS-1079Pro,NW-TS-1079PRO,QNAP TS-1079PRO 10BAY NAS I3,0,0,0,5
UAP-3,NW-UAP-3,UNIFI AP 3 PACK UAP-3,1,178.05,178.05,5
T046190,PR-010343603363,EPSON T046190,0,0,0,19
T047290,PR-010343603370,EPSON T047290,0,0,0,19
T047390,PR-010343603387,EPSON T047390,0,0,0,19
T047490,PR-010343603394,EPSON T047490,0,0,0,19
T049290,PR-010343603646,EPSON T049290 CYAN,0,0,0,19
T049390,PR-010343603653,EPSON T049390 MAGENTA,0,0,0,19
T049490,PR-010343603660,EPSON T049490 YELLOW,0,0,0,19
T054090,PR-010343604759,EPSON T054090,0,0,0,19
T054190,PR-010343604766,EPSON T054190,0,0,0,19
T054290,PR-010343604773,EPSON T054290,0,0,0,19
T054390,PR-010343604780,EPSON T054390,0,0,0,19
T054490,PR-010343604797,EPSON T054490,0,0,0,19
T054790,PR-010343604803,EPSON T054790,0,0,0,19
T054890,PR-010343604810,EPSON T054890,0,0,0,19
T054990,PR-010343604827,EPSON T054990,0,0,0,19
BCI24BKTWIN,PR-013803004335,CANON BCI24BKTWIN,0,0,0,19
C4844A,PR-088698205440,HP C4844A LARGE BLK INK CART,6,209.7,34.95,19
C8551A,PR-088698445334,HP C8551A,0,0,0,430.06
C8560A,PR-088698445365,HP C8560A,1,393.96,393.96,449
C8561A,PR-088698445372,HP C8561A,0,0,0,642.45
C8562A,PR-088698445389,HP C8562A,0,0,0,661
C4092A,PR-088698585313,HP C4092A LASERJET TONER,0,0,0,661
C4096A,PR-088698592977,HP C4096A,4,95.24,23.81,129
C4810A,PR-088698857212,HP C4810A NO.11 BLK PRINTHEAD,0,0,0,19
CWAA0759,PR-095205220780,XEROX CWAA0759 TONER CART,0,0,0,19
CWAA0758,PR-095205754247,FUJI XEROX CWAA0758,0,0,0,139
WC3550,PR-095205858136,XEROX WC3550 A4 MFP PRINTER,0,0,0,19
CWAA0805,PR-095205877731,XEROX CWAA0805 2.5K TONER,0,0,0,19
CWAA0649,PR-4560151031750,FUJI XEROX CWAA0649,0,0,0,69
T096290,PR-4710859465641,EPSON T096290 CYAN,0,0,0,19
T096490,PR-4710859465665,EPSON T096490 YELLOW,0,0,0,19
T096590,PR-4710859465672,EPSON T096590 LIGHT CYAN,0,0,0,19
T096690,PR-4710859465689,EPSON T096690 LIGHT MAGENTA,0,0,0,19
T096890,PR-4710859465702,EPSON T096890 MATTE BLK,0,0,0,19
T096990,PR-4710859465719,EPSON T096990 LIGHT BLK,0,0,0,19
GT1500,PR-4710859465825,EPSON GT1500 SCANNER,0,0,0,489
C7115A,PR-4892117026662,PRINT-RITE C7115A COMPATIABLE,0,0,0,49
C4906AA,PR-4948382610041,HP C4906AA 940XL BLACK,0,0,0,29
C4907AA,PR-4948382610058,HP C4907AA 940XL CYAN,0,0,0,29
C4908AA,PR-4948382610065,HP C4908AA 940XL MAGENTA,0,0,0,29
C4909AA,PR-4948382610072,HP C4909AA 940XL YELLOW,0,0,0,29
CD971AA,PR-4948382610089,HP CD971AA,0,0,0,19
CN045AA,PR-4948382792273,HP CN045AA 950XL BLK INK,0,0,0,19
CN046AA,PR-4948382792280,HP CN046AA 951XL CYAN INK,0,0,0,19
CN047AA,PR-4948382792297,HP CN047AA 951XL MAGENTA INK,0,0,0,19
CN048AA,PR-4948382792303,HP CN048AA 951XL YELLOW INK,0,0,0,19
CART303,PR-4960999255996,CANON CART303,0,0,0,79
CLI8BK,PR-4960999272641,CANON CLI8BK INK FOR IP4200...,0,0,0,19
CLI8M,PR-4960999272672,CANON CLI8M MAGENTA CLI-8C,0,0,0,39
CLI8C,PR-4960999272689,CANON CLI8C CYAN,0,0,0,22
CLI8Y,PR-4960999272825,CANON CLI8Y YELLOW,0,0,0,22
CLI8PC,PR-4960999272894,CANON CLI8PC CYAN INK,1,18.2,18.2,19
PGI5BK,PR-4960999273037,CANON PGI5BK,0,0,0,30
PG40,PR-4960999273389,CANON PG40,0,0,0,29
PG50,PR-4960999273402,CANON PG50,0,0,0,39
CL41,PR-4960999273433,CANON CL41,0,0,0,39
CL51,PR-4960999273464,CANON CL51,0,0,0,45
CLI36C,PR-4960999391687,CANON CLI36C,0,0,0,59
PGI35,PR-4960999391731,CANON PGI35BK,0,0,0,19
PG512,PR-4960999617008,CANON PG512 INK,0,0,0,35
PG510,PR-4960999617015,CANON PG510,0,0,0,29
CL513,PR-4960999617022,CANON CL513,0,0,0,35
CL511,PR-4960999617039,CANON CL511,0,0,0,35
LIDE700F,PR-4960999625089,CANON LIDE700F,0,0,0,203.41
CART319,PR-4960999650296,CANON CART319 BLACK,0,0,0,99
PGI525BK,PR-4960999669922,PGI525BK,0,0,0,19
CLI526BK,PR-4960999670027,CANON CLI526BK,0,0,0,19
CLI526C,PR-4960999670034,CANON CLI526C,0,0,0,19
CLI526M,PR-4960999670041,CANON CLI526M,0,0,0,19
CLI526Y,PR-4960999670058,CANON CLI526Y,0,0,0,19
BCI3EY,PR-4960999865201,CANON BCI3EY,0,0,0,19
BCI3EM,PR-4960999865218,CANON BCI3EM,0,0,0,19
BCI3EC,PR-4960999865225,CANON BCI3EC,0,0,0,19
BCI3EBK,PR-4960999865232,CANON BCI3EBK,0,0,0,19
CLI651XLY,PR-4960999905143,CANON CLI651XLY YELLOW INK,0,0,0,19
CLI651XLM,PR-4960999905150,CANON CLI651XLM MAGENTA INK,0,0,0,19
FAX-1020E,PR-4977766607827,BROTHER FAX-1020E,0,0,0,159
LC47BK,PR-4977766627955,BROTHER LC47BK,0,0,0,35
TN2025,PR-4977766632706,BROTHER TN2025 TONER,4,257.79,64.45,82.59
DR2025,PR-4977766632720,BROTHER DR2025,0,0,0,55
DR3115,PR-4977766637190,BROTHER DR3115,0,0,0,250
TN3185,PR-4977766637213,BROTHER TN3185 BLK TONER,0,0,0,129
TN3145,PR-4977766637237,BROTHER TN3145,1,82.94,82.94,99
LC47C,PR-4977766637978,BROTHER LC47CL3PK,0,0,0,49
LC57BK,PR-4977766644976,BROTHER LC57BK,0,0,0,33
LC57BK2PK,PR-4977766646604,BROTHER LC57BK2PK,0,0,0,69
LC57CL3PK,PR-4977766646635,BROTHER LC57CL3PK,0,0,0,55
TN155BK,PR-4977766647977,BROTHER TN155BK,0,0,0,139
TN155C,PR-4977766647984,BROTHER TN155C,3,412.23,137.41,199
TN155M,PR-4977766647991,BROTHER TN155M,3,411.37,137.12,199
TN155Y,PR-4977766648004,BROTHER TN155Y,0,0,0,199
DR150CL,PR-4977766648011,BROTHER DR150CL,0,0,0,279
LC37BK2PK,PR-4977766653701,BORTHER LC37BK2PK INK CART,1,28.53,28.53,19
TN2130,PR-4977766655651,BROTHER TN2130,1,46.39,46.39,59
TN2150,PR-4977766655668,BROTHER TN2150,3,179.85,59.95,19
DR2125,PR-4977766655675,BROTHER DR2125 DRUM,2,191.12,95.56,119
LC67BK,PR-4977766659307,BROTHER LC67BK,0,0,0,33
LC67C,PR-4977766659352,BROTHER LC67C,0,0,0,309
LC67M,PR-4977766659383,BROTHER LC67M,0,0,0,97.39
LC67Y,PR-4977766659413,BROTHER LC67Y,0,0,0,309
LC67CL3PK,PR-4977766660334,BROTHER LC67CL3PK,0,0,0,49
LC67HYBK2PK,PR-4977766660440,BROTHER LC67HYBK2PK,0,0,0,85
LC67HYCL3PK,PR-4977766660471,BROTHER LC67HYCL3PK,0,0,0,76
TN3250,PR-4977766666596,BROTHER TN3250,0,0,0,19
TN3290,PR-4977766666602,BROTHER TN3290,0,0,0,169
DR3215,PR-4977766666633,BROTHER DR3215,0,0,0,209
TN240BK,PR-4977766666695,BROTHER TN240BK,1,67.1,67.1,79
TN240Y,PR-4977766666701,BROTHER TN240Y,1,59,59,79
TN240M,PR-4977766666718,BROTHER TN240M,1,59,59,79
TN240C,PR-4977766666725,BROTHER TN240C,1,59,59,79
DR240CL,PR-4977766666756,BROTHER DR240CL DRUM UNIT,0,0,0,19
LC39BK,PR-4977766676700,BROTHER LC39BK,0,0,0,39
LC39C,PR-4977766676731,BROTHER LC39C,0,0,0,19
LC39M,PR-4977766676762,BROTHER LC39M,1,11.01,11.01,19
LC39Y,PR-4977766676793,BROTHER LC39Y,0,0,0,19
LC39BK2PK,PR-4977766679107,BROTHER LC39BK2PK,2,63.97,31.99,39
LC39CL3PK,PR-4977766679114,BROTHER LC39CL3PK,1,29.63,29.63,39
TN348BK,PR-4977766682916,BROTHER TN348BK,0,0,0,19
TN348C,PR-4977766682947,BROTHER TN348C,1,192.64,192.64,19
TN348M,PR-4977766682961,BROTHER TN348M,1,191.13,191.13,19
TN348Y,PR-4977766682992,BROTHER TN348Y,1,192.32,192.32,19
TN2030,PR-4977766689137,BROTHER TN2030,0,0,0,55
TN2230,PR-4977766689151,BROTHER TN2230,0,0,0,55
TN2250,PR-4977766689175,BROTHER TN2250,1,73.5,73.5,85
DR2225,PR-4977766689205,BROTHER DR2225 LASER DRUM,0,0,0,19
HL-4150CDN,PR-4977766694612,BROTHER HL-4150CDN,0,0,0,389
DR340CL,PR-4977766694902,BROTHER DR340CL,0,0,0,19
HL-2240D,PR-4977766695282,BROTHER HL-2240D PRINTER,0,0,0,149
HL-2250DN,PR-4977766695305,BROTHER HL-2250DN PRINTER,0,0,0,159
MFC-9460CDN,PR-4977766695411,BROTHER MFC-9460CDN,0,0,0,19
DCP-9055CDN,PR-4977766695435,BROTHER DCP-9055CDN,0,0,0,19
LC73BK,PR-4977766698252,BROTHER LC73BK,0,0,0,19
LC73C,PR-4977766698290,BROTHER LC73CLBK2PK TWIN PACK,1,47.33,47.33,49
LC73CL3PK,PR-4977766698306,BROTHER LC73CL3PK,0,0,0,19
LC77XLBK,PR-4977766698320,BROTHER LC77XLBK,0,0,0,49
LC77XLC,PR-4977766698337,BROTHER LC77XLC,0,0,0,29
LC77XLM,PR-4977766698344,BROTHER LC77XLM,0,0,0,29
LC77XLY,PR-4977766698351,BROTHER LC77XLY,0,0,0,29
DCP-7065DN,PR-4977766698955,BROTHER DCP-7065DN,1,155.2,155.2,19
MFC-7360N,PR-4977766698962,BROTHER MFC-7360N,0,0,0,19
MFC-7460DN,PR-4977766698986,BROTHER MFC-7460DN 3IN1 PRINTE,0,0,0,279
MFC-7860DW,PR-4977766698993,BROTHER MFC-7860DW LASER,0,0,0,19
DR3325,PR-4977766709651,BROTHER DR3325 DRUM UNIT,0,0,0,19
ADS-2100,PR-4977766710008,BROTHER ADS-2100 SCANNER,0,0,0,339
HL-5450DN,PR-4977766710770,BROTHER HL-5450DN PRINTER,0,0,0,599
HL-5470DW,PR-4977766710787,BROTHER HL-5470DW PRINTER,0,0,0,19
HL-6180DW,PR-4977766710794,BROTHER HL-6180DW,0,0,0,19
DCP-8155DN,PR-4977766710817,BROTHER DCP-8155DN,0,0,0,19
MFC-8510DN,PR-4977766710824,BROTHER MFC-8510DN PRINTER,0,0,0,19
MFC-8910DW,PR-4977766710831,BROTHER MFC-8910DW,0,0,0,19
MFC-8950DW,PR-4977766710848,BROTHER MFC-8950DW LASER,1,760,760,19
HL-2135W,PR-4977766712279,BROTHER HL-2135W LASER PRINTER,0,0,0,19
FAX-2840,PR-4977766714471,BROTHER FAX-2840 LASER,0,0,0,19
FAX-2950,PR-4977766714488,BROTHER FAX-2950 MONO LASER,0,0,0,19
ADS-2600W,PR-4977766716239,BROTHER ADS-2600W SCANNER,0,0,0,19
HL-3150CDN,PR-4977766718769,BROTHER HL-3150CDN LASER PRINT,0,0,0,149
MFC-9140CDN,PR-4977766718783,BRTHR MFC-9140CDN COLOR LASER,0,0,0,19
MFC-9330CDW,PR-4977766718790,BROTHER MFC-9330CDW LASER,0,0,0,19
MFC-9340CDW,PR-4977766718806,BROTHER MFC-9340CDW COLOR PRT,0,0,0,279
TN251BK,PR-4977766718837,BROTHER TN251BK BLACK TONER,0,0,0,19
TN255C,PR-4977766718912,BROTHER TN255C CYAN TONER,0,0,0,19
TN255M,PR-4977766718936,BROTHER TN255M MAGENTA TONER,0,0,0,19
TN255Y,PR-4977766718950,BROTHER TN255Y YELLOW TONER,0,0,0,19
HL-1110,PR-4977766720632,BROTHER HL-1110 MONO PRINTER,12,371.21,30.93,19
DCP-1510,PR-4977766720656,BROTHER DCP-1510 MONO LASER,1,74.5,74.5,19
MFC-J470DW,PR-4977766721042,BROTHER MFC-J470DW 5IN1 JNKJET,0,0,0,19
DCP-J752DW,PR-4977766721080,BROTHER DCP-J752DW W/L MULTI,0,0,0,19
MFC-J245,PR-4977766721103,BROTHER MFC-J245 5IN1 INKJET,27,1755,65,19
DCP-J172W,PR-4977766721110,BROTHER DCP-J172W INKJET,0,0,0,19
DCP-J152W,PR-4977766721127,Brother - [DCP-J152W],0,0,0,19
MFC-J6920DW,PR-4977766724043,BROTHER MFC-J6920DW INJET,0,0,0,19
LC131BK,PR-4977766724920,BROTHER LC131BK BLK INK,0,0,0,139
LC131Y,PR-4977766724951,BROTHER LC131Y YELLOW INK,1,10.79,10.79,19
HL-L8350CDW,PR-4977766733649,BROTHER HL-L8350CDW PRINTER,0,0,0,19
MFC-L8600CDW,PR-4977766733731,BROTHER MFC-L8600CDW PRINTER,0,0,0,19
HL-L2340DW,PR-4977766737944,BROTHER HL-L2340DW PRINTER,0,0,0,19
MFC-L2700DW,PR-4977766742528,BROTHER MFC-L2700DW PRINTER,1,161.14,161.14,19
CT201114,PR-4982012810814,"FUJI DPC1110/C1110B,FXCT201114",0,0,0,19
CT201303,PR-4982012812955,FUJI XEROX CT201303,0,0,0,95
CT201304,PR-4982012812962,FUJI XEROX CT201304,0,0,0,129
CT201306,PR-4982012812986,FUJI XEROX CT201306,0,0,0,129
CT201609,PR-4982012813792,FUJI XEROX CT201609 TONER CART,0,0,0,19
CT201610,PR-4982012813808,FUJI XEROX CT201610 BLK TONER,0,0,0,19
DPCM305DF,PR-4982012813884,XEROX DPCM305DF 4IN1 PRINTER,2,480,240,19
CT201632,PR-4982012813921,XEROX CT201632 BLK TONER,0,0,0,19
CT201633,PR-4982012813938,XEROX CT201633 CYAN TONER,0,0,0,19
CT201634,PR-4982012813945,XEROX CT201634 MAGENTA TONER,0,0,0,19
CT201635,PR-4982012813952,XEROX CT201635 YELLOW TONER,0,0,0,19
CT201591,PR-4982012814188,XEROX CT201591 2K BK TONER,1,44.69,44.69,19
CT201592,PR-4982012814195,XEROX CT201592 1.4K CYAN TONER,0,0,0,19
CT201593,PR-4982012814201,XEROX CT201593 1.4K MAG TONER,0,0,0,19
CT201594,PR-4982012814218,XEROX CT201594 1.4K YEL TONER,0,0,0,19
DPP255DW,PR-4982012817615,XEROX DPP255DW PRINTER,0,0,0,19
DPP355D,PR-4982012817769,XERO DPP355D  LASER PRINTER,0,0,0,19
DPM355DF,PR-4982012817806,XEROX FUJI DPM355DF A4 PRINTER,0,0,0,19
DPP455D,PR-4982012817844,XEROX DPP455D P455 MONO LASER,0,0,0,19
CT201938,PR-4982012817974,FUJI XEROX CT201938 10K TONER,0,0,0,19
DPCP215W,PR-4982012819886,XEROX DPCP215W CLR LASER WHITE,0,0,0,19
DPM215B,PR-4982012820165,FUJI XEROX DPM215B 3IN1 PRINT,9,537,59.67,19
DPM215FW,PR-4982012820202,XEROX DPM215FW FUJI 4IN1 PRINT,0,0,0,19
Q5949A,PR-6938363979258,HP Q5949A-C TONER,0,0,0,19
CB436A,PR-6938363979449,UNI HP CB436A TONER,0,0,0,19
CE285A,PR-6938363979463,HP UNI CE285A,0,0,0,19
C6578AA,PR-725184724985,HP C6578AA,2,119.8,59.9,19
C6578DA,PR-725184724992,HP C6578DA NO78 COLOR INK,0,0,0,19
CB540A,PR-735858207393,HP CB540A COLOR LASER JET,0,0,0,29
PJD7820HD,PR-766907665314,VIEWSONIC PJD7820HD PROJECTOR,0,0,0,19
C6656AA,PR-808736234405,HP C6656AA BLACK INKJET CART,0,0,0,19
C6658AA,PR-808736234429,HP C6658AA,0,0,0,29
Q2610A,PR-808736396318,HP Q2610A LJ PRINT CRTG,1,144,144,39
Q2613A,PR-808736420389,HP Q2613A CART,0,0,0,109
Q2612A,PR-808736558136,HP Q2612A CART,0,0,0,89
CB541A,PR-808736839181,HP CB541A 1215/1515 CYAN TONER,0,0,0,92.46
CB542A,PR-808736839198,HP CB542A 1215 YELLOW TONER,0,0,0,92.46
CB543A,PR-808736839204,HP CB543A,0,0,0,92.46
Q3971A,PR-829160069395,HP Q3971A CART,0,0,0,309
Q3972A,PR-829160069401,HP Q3972A CART,0,0,0,309
Q3973A,PR-829160069418,HP Q3973A CART,0,0,0,309
C8765WA,PR-829160408750,HP C8765WA BK INKJET CART,1,22.92,22.92,19
C8766WA,PR-829160408781,HP C8766WA,1,27.51,27.51,19
C8767WA,PR-829160408811,HP C8767WA BLK INKJET CART,0,0,0,35
Q6000A,PR-829160412412,HP Q6000A CART,1,88.39,88.39,249
Q6001A,PR-829160412429,HP Q6001A CART,0,0,0,169
Q6002A,PR-829160412436,HP Q6002A CART,0,0,0,249
Q6003A,PR-829160412443,HP Q6003A CART,0,0,0,249
C9396A,PR-829160999203,HP C9396A,0,0,0,39
C9391A,PR-829160999210,HP C9391A,0,0,0,35
C9392A,PR-829160999227,HP C9392A,0,0,0,35
C9393A,PR-829160999234,HP C9393A,0,0,0,35
ML-1710D3,PR-8803821704032,SAMSUNG ML-1710D3,1,83.32,83.32,109
MLT-D205E,PR-8806071033389,SAMSUNG MLT-D205E,1,191.21,191.21,19
MLT-D205L,PR-8806071045306,SAMSUNG MLT-D205L,2,217.54,108.77,19
CLT-P407C,PR-8806071538679,SAMSUNG CLT-P407C,0,0,0,19
CLT-P407B,PR-8806071538693,SAMSUNG CLT-P407B TWIN K407S,0,0,0,19
SCX-3405FW,PR-8806071665399,SAMSUNG SCX-3405FW PRINTER,0,0,0,19
MLT-D101S,PR-8806071672731,SAMSUNG MLT-D101S,0,0,0,19
MLT-D305L,PR-8806071806655,SAM MLT-D305L TONER CART,0,0,0,19
CLX-3305FW,PR-8806071951492,SAM CLX-3305FW W/L LASER PRT,0,0,0,19
CLT-Y406S,PR-8806085023635,SAM CLT-Y406S YELLOW TONER,0,0,0,19
CLT-K406S,PR-8806085023642,SAM CLT-K406S BLACK TONER,0,0,0,19
CLT-C406S,PR-8806085023871,SAM CLT-C406S CYAN TONER,0,0,0,19
CLT-M406S,PR-8806085023994,SAM CLT-M406S MAGENTA TONER,0,0,0,19
CLT-R406,PR-8806085027077,SAM CLT-R406 IMAGING UNIT,0,0,0,19
CLT-C506L,PR-8806085051157,SAM CLT-C506L CYAN TONER,0,0,0,19
CLT-M506L,PR-8806085051164,SAM CLT-M506L MAGENTA TONER,0,0,0,19
CLT-Y506L,PR-8806085051171,SAM CLT-Y506L YELLOW TONER,0,0,0,19
CLT-K506L,PR-8806085051188,SAM CLT-K506L BLACK TONER,0,0,0,19
SL-M3870FW,PR-8806085624689,SAM SL-M3870FW 4IN1 MONO LASER,0,0,0,19
SL-M2020W,PR-8806085997233,SAM SL-M2020W MONO LASER,0,0,0,19
SCX-4521D3,PR-8808979683420,SAMSUNG SCX-4521D3,0,0,0,19
CLP-Y660B,PR-8808987357405,SAMSUNG CLP-Y660B,0,0,0,159
CLP-M660B,PR-8808987357429,SAMSUNG CLP-M660B,0,0,0,159
CLP-C660B,PR-8808987357498,SAMSUNG CLP-C660B,0,0,0,169
CLP-K660B,PR-8808987360269,SAMSUNG CLP-K660B,0,0,0,139
CLT-M409S,PR-8808987557447,SAMSUNG CLT-M409S,0,0,0,19
CLT-K409S,PR-8808987557478,SAMSUNG CLT-K409S,0,0,0,65
CLT-W409,PR-8808987557485,SAMSUNG CLT-W409S,0,0,0,19
CLT-R409,PR-8808987557492,SAMSUNG CLT-R409 DRUM,0,0,0,189
CLT-Y409S,PR-8808987560591,SAMSUNG CLT-Y409S,0,0,0,19
MLT-D108S,PR-8808987595135,SAM MLT-D108S BLACK TONER,0,0,0,19
MLT-D209L,PR-8808987613273,SAMSUNG MLT-D209L,1,95.3,95.3,139
MLT-D208L,PR-8808987805722,SAMSUNG MLT-D208L,0,0,0,19
CLT-P409C,PR-8808987979966,SAMSUNG CLT-P409C,0,0,0,185
MLT-P108A,PR-8808993123285,SAMSUNG MLT-P108A,0,0,0,124.54
MLT-D105S,PR-8808993336869,SAMSUNG MLT-D105S,0,0,0,19
MLT-D105L,PR-8808993336876,SAMSUNG MLT-D105L TONER/DRUM,0,0,0,19
CLT-T508,PR-8808993510757,SAM CLT-T508 TRANSFER BELT,0,0,0,19
CLT-K407S,PR-8808993682454,SAMSUNG CLT-K407S,0,0,0,19
CLT-Y407S,PR-8808993682478,SAMSUNG CLT-Y407S,0,0,0,19
CLT-M407S,PR-8808993682485,SAMSUNG CLT-M407S,1,33.97,33.97,19
CLT-C407S,PR-8808993682515,SAMSUNG CLT-C407S,0,0,0,19
MLT-D104S,PR-8808993682522,SAMSUNG MLT-D104S,0,0,0,69
C8721WA,PR-882780119079,HP C8721WA BLACK INK,0,0,0,19
C8771WA,PR-882780119086,HP C8771WA CYAN INK,0,0,0,19
C8772WA,PR-882780119093,HP C8772WA,0,0,0,19
C8773WA,PR-882780119109,HP C8773WA YELLOW  INK,0,0,0,19
C8774WA,PR-882780119116,HP C8774WA LIGHT CYAN INK,0,0,0,19
C8775WA,PR-882780119123,HP C8775WA LIGHT MAGENTA INK,0,0,0,19
Q7553A,PR-882780389267,HP Q7553A,2,172.4,86.2,99
C9418A,PR-882780390850,HP C9418A 38 LIGHT CYAN INK CA,0,0,0,19
C4836A,PR-882780549999,HP 11 C4836A,0,0,0,309
C4837A,PR-882780550001,HP 11 C4837A,0,0,0,309
C4838A,PR-882780550018,HP C4838A,0,0,0,99
SA403AA,PR-882780726147,HP SA403AA,0,0,0,59
CB435A,PR-882780905207,HP CB435A,0,0,0,79
Q5949X,PR-882780984912,HP Q5949XD,0,0,0,19
C4936A,PR-882780992955,HP C4936A 18 BLK INK,0,0,0,19
C4937A,PR-882780992979,HP C4937A 18 CYAN INK,0,0,0,19
C4938A,PR-882780992993,HP C4938A 18 MEGENTA INK,0,0,0,19
CC364X,PR-883585007608,HP CC364X,0,0,0,19
CC620AA,PR-883585053346,HP CC620AA 56 TWINPACK,0,0,0,19
CC623AA,PR-883585053377,HP CC623AA HP96 BLACK INK TWIN,0,0,0,59
CC625AA,PR-883585053391,HP CC625AA 45 BLACK INK,0,0,0,19
CC626AA,PR-883585053407,HP CC626AA,0,0,0,19
CC629AA,PR-883585053438,HP CC629AA,0,0,0,65
CC530A,PR-883585301492,HP CC530A,0,0,0,149
CC531A,PR-883585301508,HP CC531A,0,0,0,430.06
CC532A,PR-883585301515,HP CC532A,0,0,0,97.39
CC533A,PR-883585301522,HP CC533A,0,0,0,149
C9352AA,PR-883585364350,HP 22 C9352AA CART,0,0,0,309
C9362WA,PR-883585364411,HP 92 C9362WA,0,0,0,19
Q2612AD,PR-883585537525,HP Q2612AD LJ 1000/3000 DUAL,0,0,0,19
LJP2035(CE461A),PR-883585946334,HP LJP2035(CE461A)  MONO PRINT,0,0,0,19
CC641WA,PR-883585956609,HP CC641WA 60XL BLACK,0,0,0,19
CC644WA,PR-883585956647,HP CC644WA 60XL TRI-COLOUR,0,0,0,65
CC654AA,PR-883585956678,HP CC654AA,0,0,0,29
CC656AA,PR-883585956685,HP CC656AA,0,0,0,19
CB316WA,PR-883585963515,HP CB316WA,0,0,0,19
CB322WA,PR-883585963690,HP CB322WA PHOTO BLACK,0,0,0,19
CB323WA,PR-883585963720,HP CB323WA CYAN,0,0,0,19
CB324WA,PR-883585963751,HP CB324WA MAGENTA,0,0,0,19
CB325WA,PR-883585963782,HP CB325WA YELLOW,0,0,0,19
C9351CA,PR-884420009665,HP C9351CA,0,0,0,29
CE255X,PR-884420133704,HP CE255X CARTRIDGE HP P3015,0,0,0,39
LJP3015DN(CE528A),PR-884420455608,HP LJP3015DN(CE528A) LASERJET,0,0,0,19
LJP3015X(CE529A),PR-884420455783,HP LJP3015X(CE529A) LASERJET,0,0,0,19
CE278A,PR-884420588702,HP CE278A,0,0,0,89
CE320A,PR-884420854500,HP CE320A,2,137.62,68.81,79
CE321A,PR-884420854517,HP CE321A,1,65.97,65.97,79
CE322A,PR-884420854524,HP CE322A,1,65.97,65.97,79
CE323A,PR-884420854531,HP CE323A,1,65.97,65.97,79
CB335WA,PR-884420904168,HP CB335WA 74,0,0,0,19
